"gender","organsys_desc","term","RR","lower","upper","p","AIC"
"Men","Immune & haematological","(Intercept)",6.77723834230807e-05,2.13238805577872e-05,0.000201969028277477,6.64977249308361e-63,2398.94832154423
"Men","Immune & haematological","caseTRUE",6.16516847019133,4.05407794459527,9.82565334148587,5.72622153646384e-16,2398.94832154423
"Men","Immune & haematological","age_start",1.02370388523792,1.00998456078338,1.03818846274005,0.000854081948242214,2398.94832154423
"Men","Respiratory","(Intercept)",0.000186079789710151,9.49939365824738e-05,0.00035621855311019,3.59914055035112e-143,5930.79830201132
"Men","Respiratory","caseTRUE",9.3294617127152,6.98578568314193,12.7670503609005,5.77309382070433e-48,5930.79830201132
"Men","Respiratory","age_start",1.01972241472193,1.01180732093488,1.02789117274229,1.20734162505359e-06,5930.79830201132
"Men","Digestive","(Intercept)",6.53636129617619e-05,3.13825536638638e-05,0.00013293225414812,6.54607373992437e-151,5786.35107362678
"Men","Digestive","caseTRUE",4.38418458989447,3.4879210699589,5.57467025180694,3.70582708072846e-35,5786.35107362678
"Men","Digestive","age_start",1.04186328384011,1.03279865944698,1.05122830655589,9.96716722647363e-20,5786.35107362678
"Men","Urinary","(Intercept)",2.80781786104809e-05,8.56500529626397e-06,8.65289124125277e-05,1.32867757263735e-70,2564.37844955318
"Men","Urinary","caseTRUE",4.55145879684554,3.14948329498211,6.78710487141764,8.20756499989846e-15,2564.37844955318
"Men","Urinary","age_start",1.03994501163415,1.0255898200837,1.05507562514449,6.06484299116799e-08,2564.37844955318
"Men","Reproductive","(Intercept)",2.78520867266666e-05,9.95738291940387e-06,7.44921184386528e-05,8.82730063816839e-93,3524.53533117431
"Men","Reproductive","caseTRUE",2.20813483969175,1.69983711310758,2.89412894017198,5.09213725461057e-09,3524.53533117431
"Men","Reproductive","age_start",1.05210270506849,1.0393198376356,1.06546230813431,1.10709551188241e-15,3524.53533117431
"Men","Other","(Intercept)",3.8958484482648e-05,5.03392448578111e-06,0.000246818441009518,1.48596627575974e-24,898.580717224133
"Men","Other","caseTRUE",2.71031429312121,1.50426853363749,5.17657680671805,0.00142668879113057,898.580717224133
"Men","Other","age_start",1.02447407921815,1.00044807126534,1.05093759082791,0.0541718811229916,898.580717224133
"Men","Unknown primary","(Intercept)",4.03750877574044e-06,6.83235642648589e-07,2.10821239657665e-05,9.31165476671458e-46,1446.79664576382
"Men","Unknown primary","caseTRUE",7.52167925729103,4.19419084082294,14.938344559962,3.19431257221375e-10,1446.79664576382
"Men","Unknown primary","age_start",1.05156656955495,1.03090451813582,1.07378277175751,1.32040902088427e-06,1446.79664576382
"Women","Immune & haematological","(Intercept)",0.000209759436894816,5.28205546515436e-05,0.00075389029901388,8.4275098747377e-36,2081.51100709419
"Women","Immune & haematological","caseTRUE",5.31585489311526,3.44423229169981,8.60372825497487,6.39652289655887e-13,2081.51100709419
"Women","Immune & haematological","age_start",1.00749672964518,0.992196894087305,1.02401476053013,0.353674889369144,2081.51100709419
"Women","Respiratory","(Intercept)",0.00180861130036149,0.000811638215582964,0.00386956505948344,1.34820418322767e-56,4141.29450008431
"Women","Respiratory","caseTRUE",7.51931114967358,5.41150504591436,10.7672974222829,9.45484259080445e-31,4141.29450008431
"Women","Respiratory","age_start",0.986784296690955,0.977935646979788,0.996095740948569,0.00458784898866369,4141.29450008431
"Women","Digestive","(Intercept)",0.000355078936347874,0.000151269333849204,0.000802996988396126,1.21052542520076e-77,4910.20639099904
"Women","Digestive","caseTRUE",5.3291415459008,4.07815669612618,7.08601924654508,1.28202018699445e-32,4910.20639099904
"Women","Digestive","age_start",1.0135012332949,1.0037257363384,1.02373725144155,0.007749610035049,4910.20639099904
"Women","Urinary","(Intercept)",4.98199768915583e-06,4.53705288372827e-07,4.42422965204176e-05,1.51991631949868e-25,1148.6094651891
"Women","Urinary","caseTRUE",5.44026130005225,2.98199365071364,10.9263679216699,2.4090491699651e-07,1148.6094651891
"Women","Urinary","age_start",1.04575358859288,1.01937843556559,1.07493851886757,0.000957478731399413,1148.6094651891
"Women","Reproductive","(Intercept)",0.000322299192015731,7.05016620197347e-05,0.0012963697463151,2.61260351282996e-27,1685.33984156824
"Women","Reproductive","caseTRUE",3.11462315881647,2.0323148208398,4.93651419860849,4.63444029374144e-07,1685.33984156824
"Women","Reproductive","age_start",1.00418658152527,0.987231176307729,1.02269298761981,0.642618844933635,1685.33984156824
"Women","Breast","(Intercept)",9.84153087820143e-05,2.48065702865462e-05,0.000357998520070031,8.33151545085403e-42,2548.57858657459
"Women","Breast","caseTRUE",1.80017121315689,1.32184762398589,2.47470336279887,0.000230891491782516,2548.57858657459
"Women","Breast","age_start",1.02982124091535,1.01392164105424,1.04682031073081,0.000310315710606833,2548.57858657459
"Women","Other","(Intercept)",0.000197252458034923,2.00046747192208e-05,0.00146176775677657,6.50907779236755e-15,842.728433087976
"Women","Other","caseTRUE",2.19955802804581,1.21708278870567,4.16643012278898,0.01136288509507,842.728433087976
"Women","Other","age_start",1.00344119998978,0.978802012691536,1.0315155130514,0.797422770611819,842.728433087976
"Women","Unknown primary","(Intercept)",0.000102527391757549,1.92504107026188e-05,0.000475091144201334,2.87871396184978e-29,1571.01514245
"Women","Unknown primary","caseTRUE",6.21036790872961,3.65503645567597,11.4014775535612,2.26955920374036e-10,1571.01514245
"Women","Unknown primary","age_start",1.01082004709313,0.992591808345476,1.03075511077275,0.263584168759795,1571.01514245
